SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014
50,3,5,10,5,Delaware,Sussex County,197145,197115,197904,200291,203194,206445,210849
40,3,5,11,0,District of Columbia,District of Columbia,601723,601767,605210,620427,635040,649111,658893
50,3,5,11,1,District of Columbia,District of Columbia,601723,601767,605210,620427,635040,649111,658893
40,3,5,12,0,Florida,Florida,18801310,18804623,18852220,19107900,19355257,19600311,19893297
50,3,5,12,1,Florida,Alachua County,247336,247335,247680,249712,251713,253309,256380
50,3,5,12,3,Florida,Baker County,27115,27115,27072,27064,27041,27017,27093
50,3,5,12,5,Florida,Bay County,168852,168852,169294,169700,171994,174966,178985
50,3,5,12,7,Florida,Bradford County,28520,28520,28544,28476,27132,26907,26702
50,3,5,12,9,Florida,Brevard County,543376,543378,544029,544431,547669,551440,556885
50,3,5,12,11,Florida,Broward County,1748066,1748148,1753576,1788367,1819773,1845393,1869235
50,3,5,12,13,Florida,Calhoun County,14625,14625,14635,14763,14709,14647,14532
50,3,5,12,15,Florida,Charlotte County,159978,159989,159927,159613,162792,164948,168474
50,3,5,12,17,Florida,Citrus County,141236,141236,141283,139773,139290,139134,139377
50,3,5,12,19,Florida,Clay County,190865,190865,191423,192291,194294,196535,199798
50,3,5,12,21,Florida,Collier County,321520,321520,322710,327903,332873,340106,348777
50,3,5,12,23,Florida,Columbia County,67531,67532,67606,67340,67943,67563,67857
50,3,5,12,27,Florida,DeSoto County,34862,34862,34916,34636,34745,34616,35012
50,3,5,12,29,Florida,Dixie County,16422,16422,16409,16354,16063,15954,15907
50,3,5,12,31,Florida,Duval County,864263,864263,865842,872294,880595,887322,897698
50,3,5,12,33,Florida,Escambia County,297619,297619,298110,299642,304214,307871,310659
50,3,5,12,35,Florida,Flagler County,95696,95696,96053,97295,98510,99950,102408
50,3,5,12,37,Florida,Franklin County,11549,11549,11538,11518,11671,11639,11815
50,3,5,12,39,Florida,Gadsden County,46389,47746,47814,47387,46653,46191,46281
50,3,5,12,41,Florida,Gilchrist County,16939,16939,16987,16979,16872,16907,16997
50,3,5,12,43,Florida,Glades County,12884,12884,12939,13150,13026,13201,13635
50,3,5,12,45,Florida,Gulf County,15863,15863,15817,15670,15670,15805,15944
50,3,5,12,47,Florida,Hamilton County,14799,14799,14672,14594,14699,14319,14048
50,3,5,12,49,Florida,Hardee County,27731,27731,27767,27684,27414,27410,27469
50,3,5,12,51,Florida,Hendry County,39140,39140,39044,38816,37686,37750,38505
50,3,5,12,53,Florida,Hernando County,172778,172777,172947,172853,173102,174205,175855
50,3,5,12,55,Florida,Highlands County,98786,98786,98703,98360,98087,97919,98236
50,3,5,12,57,Florida,Hillsborough County,1229226,1229224,1234145,1271720,1282032,1294145,1316298
50,3,5,12,59,Florida,Holmes County,19927,19927,19861,19821,19725,19649,19650
50,3,5,12,61,Florida,Indian River County,138028,138028,138235,138973,140608,142021,144755
50,3,5,12,63,Florida,Jackson County,49746,49761,49618,49126,48980,49000,48801
50,3,5,12,65,Florida,Jefferson County,14761,14761,14745,14496,14193,14192,14050
50,3,5,12,67,Florida,Lafayette County,8870,8870,8812,8808,8802,8846,8835
50,3,5,12,69,Florida,Lake County,297052,297047,297910,299886,303450,308115,315690
50,3,5,12,71,Florida,Lee County,618754,618754,620521,631412,644988,661336,679513
50,3,5,12,73,Florida,Leon County,275487,275480,276063,278320,283854,282184,283988
50,3,5,12,75,Florida,Levy County,40801,40801,40716,40267,39997,39694,39613
50,3,5,12,77,Florida,Liberty County,8365,8365,8343,8233,8247,8328,8360
50,3,5,12,79,Florida,Madison County,19224,19226,19255,19105,18915,18713,18518
50,3,5,12,81,Florida,Manatee County,322833,322833,323510,327458,334071,342417,351746
50,3,5,12,83,Florida,Marion County,331298,331303,331527,332507,334495,336159,339167
50,3,5,12,85,Florida,Martin County,146318,146850,146978,147595,148846,151478,153392
50,3,5,12,86,Florida,Miami-Dade County,2496435,2498017,2508689,2579916,2610960,2641866,2662874
50,3,5,12,87,Florida,Monroe County,73090,73090,73226,74151,74991,76536,77136
50,3,5,12,89,Florida,Nassau County,73314,73314,73543,74159,74640,75628,76619
50,3,5,12,91,Florida,Okaloosa County,180822,180822,180751,183314,190437,193906,196512
50,3,5,12,93,Florida,Okeechobee County,39996,39996,40039,39441,39285,39076,39149
50,3,5,12,95,Florida,Orange County,1145956,1145954,1148953,1170411,1202076,1226764,1253001
50,3,5,12,97,Florida,Osceola County,268685,268687,269811,278755,288970,299498,310211
50,3,5,12,99,Florida,Palm Beach County,1320134,1320134,1324241,1338609,1358613,1376199,1397710
50,3,5,12,101,Florida,Pasco County,464697,464701,465541,466552,470604,475695,485331
50,3,5,12,103,Florida,Pinellas County,916542,916812,916701,917979,922265,930109,938098
50,3,5,12,105,Florida,Polk County,602095,602095,603359,609696,615764,623159,634638
50,3,5,12,107,Florida,Putnam County,74364,74364,74221,73928,73119,72543,72143
50,3,5,12,109,Florida,St. Johns County,190039,190039,191257,196025,202264,209544,217919
50,3,5,12,111,Florida,St. Lucie County,277789,277257,278268,280779,283559,286307,291028
50,3,5,12,113,Florida,Santa Rosa County,151372,151372,152870,155697,158398,160811,163422
50,3,5,12,115,Florida,Sarasota County,379448,379437,379952,381513,386050,390242,396962
50,3,5,12,117,Florida,Seminole County,422718,422718,423012,427036,431405,436706,442516
50,3,5,12,119,Florida,Sumter County,93420,93420,94287,98598,102823,108483,114350
50,3,5,12,121,Florida,Suwannee County,41551,41551,42320,43385,43576,43718,44022
50,3,5,12,123,Florida,Taylor County,22570,22568,22573,22678,22739,22879,22582
50,3,5,12,125,Florida,Union County,15535,15535,15537,15239,15239,15086,15190
50,3,5,12,127,Florida,Volusia County,494593,494597,494625,494458,497092,501201,507531
50,3,5,12,129,Florida,Wakulla County,30776,30783,30853,30953,30823,31016,31432
50,3,5,12,131,Florida,Walton County,55043,55043,55255,55640,57275,59403,61530
50,3,5,12,133,Florida,Washington County,24896,24896,24760,24596,24857,24635,24451
40,3,5,13,0,Georgia,Georgia,9687653,9688681,9714464,9813201,9919000,9994759,10097343
50,3,5,13,1,Georgia,Appling County,18236,18236,18337,18458,18379,18391,18540
50,3,5,13,3,Georgia,Atkinson County,8375,8382,8365,8364,8247,8287,8223
50,3,5,13,5,Georgia,Bacon County,11096,11096,11090,11191,11186,11230,11281
50,3,5,13,7,Georgia,Baker County,3451,3451,3443,3323,3369,3321,3255
50,3,5,13,9,Georgia,Baldwin County,45720,45835,45685,45081,46455,46139,45909
50,3,5,13,11,Georgia,Banks County,18395,18395,18403,18330,18232,18325,18295
50,3,5,13,13,Georgia,Barrow County,69367,69367,69681,69846,70171,71425,73240
50,3,5,13,15,Georgia,Bartow County,100157,100157,100113,100242,100477,101289,101736
50,3,5,13,17,Georgia,Ben Hill County,17634,17634,17639,17599,17545,17490,17464
50,3,5,13,19,Georgia,Berrien County,19286,19286,19345,19342,19063,19005,18700
50,3,5,13,21,Georgia,Bibb County,155547,155510,155630,155850,156184,154615,153905
50,3,5,13,23,Georgia,Bleckley County,13063,13063,13054,13059,12897,12755,12795
50,3,5,13,25,Georgia,Brantley County,18411,18410,18465,18581,18555,18299,18417
50,3,5,13,27,Georgia,Brooks County,16243,16324,16278,15968,15537,15631,15418
50,3,5,13,29,Georgia,Bryan County,30233,30238,30401,31238,32246,33133,33906
50,3,5,13,31,Georgia,Bulloch County,70217,70217,70638,72842,72824,71308,72087
50,3,5,13,33,Georgia,Burke County,23316,23316,23360,23559,23128,22925,22709
50,3,5,13,35,Georgia,Butts County,23655,23655,23739,23562,23454,23222,23368
50,3,5,13,37,Georgia,Calhoun County,6694,6694,6712,6549,6502,6517,6463
50,3,5,13,39,Georgia,Camden County,50513,50513,50689,50332,51402,51517,52027
50,3,5,13,43,Georgia,Candler County,10998,10998,11017,11304,11125,10944,10888
50,3,5,13,45,Georgia,Carroll County,110527,110591,110704,110722,111453,112388,114093
50,3,5,13,47,Georgia,Catoosa County,63942,63940,64020,64839,64961,65335,65621
50,3,5,13,49,Georgia,Charlton County,12171,12171,12831,13410,13308,13044,12897
50,3,5,13,51,Georgia,Chatham County,265128,265133,265996,272002,276710,278428,283379
50,3,5,13,53,Georgia,Chattahoochee County,11267,11267,11179,11293,12570,12350,11837
50,3,5,13,55,Georgia,Chattooga County,26015,26015,25980,25705,25676,25120,24939
50,3,5,13,57,Georgia,Cherokee County,214346,214346,215216,217770,220914,224869,230985
50,3,5,13,59,Georgia,Clarke County,116714,116707,117484,118509,120270,121206,120938
50,3,5,13,61,Georgia,Clay County,3183,3183,3160,3150,3102,3037,3102
50,3,5,13,63,Georgia,Clayton County,259424,259467,259824,262643,266253,264843,267542
50,3,5,13,65,Georgia,Clinch County,6798,6798,6788,6750,6715,6802,6831
50,3,5,13,67,Georgia,Cobb County,688078,688076,689692,697682,708036,718208,730981
50,3,5,13,69,Georgia,Coffee County,42356,42356,42738,42964,43093,43129,42811
50,3,5,13,71,Georgia,Colquitt County,45498,45498,45648,45804,46095,46288,46102
50,3,5,13,73,Georgia,Columbia County,124053,124053,124955,128753,132556,136287,139257
50,3,5,13,75,Georgia,Cook County,17212,17212,17226,16979,16859,17025,17214
50,3,5,13,77,Georgia,Coweta County,127317,127317,127946,129480,130878,133222,135571
50,3,5,13,79,Georgia,Crawford County,12630,12630,12587,12605,12619,12481,12387
50,3,5,13,81,Georgia,Crisp County,23439,23439,23407,23785,23657,23232,22934
50,3,5,13,83,Georgia,Dade County,16633,16633,16630,16591,16551,16502,16389
50,3,5,13,85,Georgia,Dawson County,22330,22339,22300,22214,22376,22651,22957
50,3,5,13,87,Georgia,Decatur County,27842,27842,27821,27663,27463,27372,27220
50,3,5,13,89,Georgia,DeKalb County,691893,691894,692574,697953,708304,714935,722161
50,3,5,13,91,Georgia,Dodge County,21796,21797,21789,21462,21353,21243,20976
50,3,5,13,93,Georgia,Dooly County,14918,14918,14838,14548,14326,14313,14188
50,3,5,13,95,Georgia,Dougherty County,94565,94565,94530,94839,94542,93130,92407
50,3,5,13,97,Georgia,Douglas County,132403,132339,132644,133280,133926,136560,138776
50,3,5,13,99,Georgia,Early County,11008,11004,10963,10742,10605,10511,10491
50,3,5,13,101,Georgia,Echols County,4034,4034,4027,4096,3965,3997,4003
50,3,5,13,103,Georgia,Effingham County,52250,52250,52446,52673,53337,54488,55423
50,3,5,13,105,Georgia,Elbert County,20166,20166,20101,19823,19593,19514,19438
50,3,5,13,107,Georgia,Emanuel County,22598,22594,22609,22581,22849,22861,22755
50,3,5,13,109,Georgia,Evans County,11000,11001,11006,10965,10660,10813,10898
50,3,5,13,111,Georgia,Fannin County,23682,23693,23688,23505,23467,23746,23753
50,3,5,13,113,Georgia,Fayette County,106567,106566,106990,107211,107432,108355,109664
50,3,5,13,115,Georgia,Floyd County,96317,96317,96393,96182,96066,96025,96063
50,3,5,13,117,Georgia,Forsyth County,175511,175511,176737,182392,187826,195312,204302
50,3,5,13,119,Georgia,Franklin County,22084,22084,22066,21957,21923,22044,22264
50,3,5,13,121,Georgia,Fulton County,920581,920579,926149,950359,977950,984721,996319
50,3,5,13,123,Georgia,Gilmer County,28292,28281,28306,28280,28205,28587,28829
50,3,5,13,125,Georgia,Glascock County,3082,3082,3064,3108,3120,3083,3053
50,3,5,13,127,Georgia,Glynn County,79626,79626,79802,80216,80960,81533,82175
50,3,5,13,129,Georgia,Gordon County,55186,55186,55204,55508,55740,55830,56047
50,3,5,13,131,Georgia,Grady County,25011,25012,25047,25165,25366,25258,25359
50,3,5,13,133,Georgia,Greene County,15994,15994,15992,16051,16132,16283,16490
50,3,5,13,135,Georgia,Gwinnett County,805321,805324,808374,824981,840221,858956,877922
50,3,5,13,137,Georgia,Habersham County,43041,43041,43095,43106,43463,43294,43752
50,3,5,13,139,Georgia,Hall County,179684,179684,180034,182954,185084,187759,190761
50,3,5,13,141,Georgia,Hancock County,9429,9402,9410,9368,9030,8898,8509
50,3,5,13,143,Georgia,Haralson County,28780,28780,28788,28515,28388,28482,28641
50,3,5,13,145,Georgia,Harris County,32024,32026,32167,32366,32613,32673,32876
50,3,5,13,147,Georgia,Hart County,25213,25213,25189,25435,25549,25480,25377
50,3,5,13,149,Georgia,Heard County,11834,11834,11851,11711,11644,11561,11603
50,3,5,13,151,Georgia,Henry County,203922,203879,205206,207071,208443,210755,213869
50,3,5,13,153,Georgia,Houston County,139900,139910,140721,144161,146200,147919,149111
50,3,5,13,155,Georgia,Irwin County,9538,9538,9601,9692,9600,9412,9104
50,3,5,13,157,Georgia,Jackson County,60485,60485,60777,60551,60472,60971,61870
50,3,5,13,159,Georgia,Jasper County,13900,13900,13885,13778,13596,13543,13432
50,3,5,13,161,Georgia,Jeff Davis County,15068,15068,15091,15088,15114,14986,14859
50,3,5,13,163,Georgia,Jefferson County,16930,16930,16919,16816,16422,16342,16272
50,3,5,13,165,Georgia,Jenkins County,8340,8340,8321,8122,9133,9268,9125
50,3,5,13,167,Georgia,Johnson County,9980,9984,9973,9918,9882,9776,9701
50,3,5,13,169,Georgia,Jones County,28669,28669,28656,28910,28795,28769,28787
50,3,5,13,171,Georgia,Lamar County,18317,18317,18268,18178,18039,17946,18207
50,3,5,13,173,Georgia,Lanier County,10078,10074,10099,10468,10444,10398,10373
50,3,5,13,175,Georgia,Laurens County,48434,48434,48389,48003,47970,47927,47851
50,3,5,13,177,Georgia,Lee County,28298,28298,28431,28614,28727,29061,29191
50,3,5,13,179,Georgia,Liberty County,63453,63469,62686,65115,65391,64057,65198
50,3,5,13,181,Georgia,Lincoln County,7996,7996,7991,7898,7770,7719,7622
50,3,5,13,183,Georgia,Long County,14464,14448,14679,15243,16161,16641,17113
50,3,5,13,185,Georgia,Lowndes County,109233,109233,109700,111882,114668,112802,113523
50,3,5,13,187,Georgia,Lumpkin County,29966,29966,30309,30482,30721,30908,31176
50,3,5,13,189,Georgia,McDuffie County,21875,21875,21822,21621,21581,21421,21370
50,3,5,13,191,Georgia,McIntosh County,14333,14332,14307,14237,13922,14180,14214
50,3,5,13,193,Georgia,Macon County,14740,14740,14655,14479,14274,13961,13792
50,3,5,13,195,Georgia,Madison County,28120,28120,28155,28110,28018,28116,28312
50,3,5,13,197,Georgia,Marion County,8742,8742,8747,8737,8751,8721,8797
50,3,5,13,199,Georgia,Meriwether County,21992,21992,21843,21606,21316,21207,21198
50,3,5,13,201,Georgia,Miller County,6125,6129,6155,6074,5982,5917,5958
50,3,5,13,205,Georgia,Mitchell County,23498,23498,23509,23445,23121,23027,22771
50,3,5,13,207,Georgia,Monroe County,26424,26461,26469,26673,26741,27005,27051
50,3,5,13,209,Georgia,Montgomery County,9123,9123,9088,9039,8909,8973,8991
50,3,5,13,211,Georgia,Morgan County,17868,17868,17895,17906,17823,17752,17956
50,3,5,13,213,Georgia,Murray County,39628,39628,39548,39428,39394,39298,39410
50,3,5,13,215,Georgia,Muscogee County,189885,190545,191082,195272,200041,203952,200887
50,3,5,13,217,Georgia,Newton County,99958,99958,100160,100464,101016,102201,103675
50,3,5,13,219,Georgia,Oconee County,32808,32815,32927,33255,33520,34050,35093
50,3,5,13,221,Georgia,Oglethorpe County,14899,14899,14910,14784,14597,14512,14673
50,3,5,13,223,Georgia,Paulding County,142324,142324,142763,143829,145066,147181,148987
50,3,5,13,225,Georgia,Peach County,27695,27696,27772,27577,27510,26905,26922
50,3,5,13,227,Georgia,Pickens County,29431,29422,29458,29468,29316,29509,29997
50,3,5,13,229,Georgia,Pierce County,18758,18758,18802,18723,18835,18948,18991
50,3,5,13,231,Georgia,Pike County,17869,17869,17918,17802,17804,17796,17784
50,3,5,13,233,Georgia,Polk County,41475,41475,41532,41283,41127,41177,41133
50,3,5,13,235,Georgia,Pulaski County,12010,11999,11919,11851,11680,11531,11483
50,3,5,13,237,Georgia,Putnam County,21218,21218,21208,21261,21161,21310,21192
50,3,5,13,239,Georgia,Quitman County,2513,2513,2505,2459,2398,2366,2315
50,3,5,13,241,Georgia,Rabun County,16276,16276,16258,16279,16307,16247,16243
50,3,5,13,243,Georgia,Randolph County,7719,7719,7672,7579,7308,7185,7313
50,3,5,13,245,Georgia,Richmond County,200549,200549,201015,200595,201966,201276,201368
50,3,5,13,247,Georgia,Rockdale County,85215,85215,85425,85601,85684,86815,87754
50,3,5,13,249,Georgia,Schley County,5010,5010,5021,5025,4989,5072,5163
50,3,5,13,251,Georgia,Screven County,14593,14593,14511,14393,14200,14216,14085
50,3,5,13,253,Georgia,Seminole County,8729,8729,8733,8782,8915,8903,8686
50,3,5,13,255,Georgia,Spalding County,64073,64073,64085,64118,63799,63741,63988
50,3,5,13,257,Georgia,Stephens County,26175,26175,26155,25751,25725,25595,25480
50,3,5,13,259,Georgia,Stewart County,6058,6058,6110,6070,6090,5484,5744
50,3,5,13,261,Georgia,Sumter County,32819,32817,32707,32095,31631,31357,31232
50,3,5,13,263,Georgia,Talbot County,6865,6863,6834,6760,6538,6449,6390
50,3,5,13,265,Georgia,Taliaferro County,1717,1717,1708,1715,1681,1693,1693
50,3,5,13,267,Georgia,Tattnall County,25520,25519,25491,25281,25305,25477,25224
50,3,5,13,269,Georgia,Taylor County,8906,8906,8781,8478,8381,8441,8442
50,3,5,13,271,Georgia,Telfair County,16500,16500,16494,16317,16429,16705,16518
50,3,5,13,273,Georgia,Terrell County,9315,9507,9525,9398,9247,9214,9132
50,3,5,13,275,Georgia,Thomas County,44720,44719,44742,44588,44530,44848,44959
50,3,5,13,277,Georgia,Tift County,40118,40122,40246,41380,40994,40280,40704
50,3,5,13,279,Georgia,Toombs County,27223,27223,27317,27240,27217,27302,27282
50,3,5,13,281,Georgia,Towns County,10471,10471,10534,10477,10487,10752,11098
50,3,5,13,283,Georgia,Treutlen County,6885,6885,6889,6821,6751,6665,6778
50,3,5,13,285,Georgia,Troup County,67044,67044,67154,67773,68472,69007,69469
50,3,5,13,287,Georgia,Turner County,8930,8930,8944,8847,8369,8143,8153
50,3,5,13,289,Georgia,Twiggs County,9023,9023,8965,8813,8501,8462,8320
50,3,5,13,291,Georgia,Union County,21356,21356,21324,21369,21481,21607,21984
50,3,5,13,293,Georgia,Upson County,27153,27153,27067,26943,26615,26522,26256
50,3,5,13,295,Georgia,Walker County,68756,68756,68889,68618,68184,68317,68218
50,3,5,13,297,Georgia,Walton County,83768,83768,83979,84441,84867,85987,87615
50,3,5,13,299,Georgia,Ware County,36312,36306,36366,36177,35814,35704,35515
50,3,5,13,301,Georgia,Warren County,5834,5834,5792,5701,5563,5554,5520
50,3,5,13,303,Georgia,Washington County,21187,21187,21121,21015,20857,20679,20635
50,3,5,13,305,Georgia,Wayne County,30099,30099,30116,30355,30371,30058,29949
50,3,5,13,307,Georgia,Webster County,2799,2801,2775,2797,2792,2707,2649
50,3,5,13,309,Georgia,Wheeler County,7421,7421,7761,8059,7908,7939,7995
50,3,5,13,311,Georgia,White County,27144,27144,27237,27403,27577,27781,27970
50,3,5,13,313,Georgia,Whitfield County,102599,102599,102769,103076,103187,103087,103542
50,3,5,13,315,Georgia,Wilcox County,9255,9255,9271,9165,9027,8996,8847
50,3,5,13,317,Georgia,Wilkes County,10593,10593,10491,10194,10046,9944,9940
50,3,5,13,319,Georgia,Wilkinson County,9563,9563,9516,9457,9542,9436,9326
50,3,5,13,321,Georgia,Worth County,21679,21679,21734,21617,21470,21064,20940
